"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007623","GO:0007623","circadian rhythm","46/2353","228/28891",7.87341834672027e-09,1.93201573277213e-07,1.21565713488888e-07,"Ppp1cc/Ppp1cb/Ppp1ca/Hdac2/Cartpt/Ptgds/Crem/Cry1/Fbxl3/Ndufa9/Atf4/Lgr4/Mycbp2/Mtor/Kcnma1/Usp9x/Huwe1/Cntnap2/Ncor1/Adcy1/Dhx9/Kcna2/Setx/Gsk3b/Prkdc/Ep300/Nlgn3/Usp2/Ddx5/Nrip1/Kcnd2/Prkaa2/Prox1/Atg7/Ube3a/Nr1d1/Pten/Rai1/Ciart/Ddb1/Kmt2a/Ncoa2/Nlgn1/Per3/Ankfn1/Gabrb3",46
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","36/2353","156/28891",8.55719273541311e-09,2.09133649876366e-07,1.31590446860788e-07,"Vti1b/Rap1a/Neto2/Gnai1/Mmp14/Tmem59/Snca/Stx8/Stx4a/Actr3/Commd1/Cdh1/Atp2b4/Nbea/Tnik/Hectd1/Myo5a/Lrp1/Kalrn/Rab11fip2/Nrxn1/Sptbn1/Gsk3b/Dpp6/Pik3r1/Iqsec2/Grip1/Eif4g1/Itga3/Abca2/Ar/Magi2/Cltc/Egfr/Camk2a/Numa1",36
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","32/2353","129/28891",8.82763524259257e-09,2.1487669560383e-07,1.35204068839201e-07,"Sumo1/Calm2/Atp1b3/Ndufa4/Cacnb3/Vmp1/S100a1/Glrx/Ctss/Abcb1b/Cacna2d1/Reln/Ryr2/Akap9/Htt/Akap6/Myo5a/Tcaf1/Cacnb2/Ank3/Fgf13/Nlgn3/Plcb1/Dnm2/Ank2/Abcc8/Kcnc2/Slc9a1/Nedd4l/Ntsr1/Kcnc1/Wnk2",32
"GO:0032388","GO:0032388","positive regulation of intracellular transport","41/2353","192/28891",9.20736601855993e-09,2.23223381753967e-07,1.40455945622074e-07,"Mff/Fis1/Pdcd10/Sar1b/Pdcd5/Cdc42/Anxa2/Cacnb3/Sar1a/Smo/Bcap31/Fez1/Stx18/Hyal2/Actr3/Commd1/Pak1/Camk1/Cdh1/Scp2/Dync1h1/Ubr5/Ice1/Tcaf1/Xpo4/Tm9sf4/Dhx9/Tpr/Sorl1/Gsk3b/Ep300/Ank3/Pik3r1/Nedd4/Mecp2/Chrm1/C2cd5/Cep290/Pcm1/Numa1/Mapk1",41
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","61/2353","348/28891",9.84543128213205e-09,2.37741669326703e-07,1.49591098910314e-07,"Snap47/Ptn/Sphk1/S100b/Car2/Tac1/Pde9a/Snca/Stx4a/Dtnbp1/Pak1/Serpine2/Reln/Erbb4/Tnr/Cacna1b/Grin2a/Nalcn/Slc24a2/Syt1/Grin1/Adra1a/Stx1b/Epha4/Slc8a2/Adcy1/Nrxn1/Gria1/Ppp1r9a/Shisa7/Gsk3b/Clstn2/Grin2b/Ncstn/Gpr158/Slc4a8/Cpeb3/Iqsec2/Nlgn3/Mecp2/Rasgrf2/Stxbp1/Nf1/Gria4/Clstn3/Cckbr/Pten/Nos1/Grik1/Nlgn1/Egfr/Lrrtm1/Grin2d/Clstn1/Prkce/Adcy8/Dnm1l/Ckap5/Mapk1/Braf/Chrna7",61
"GO:0034250","GO:0034250","positive regulation of amide metabolic process","38/2353","171/28891",1.01152821228975e-08,2.42326976074631e-07,1.52476251846297e-07,"Cnbp/Serp1/Polr2g/Rpl5/Otud6b/Sirt3/Paip1/Eif5a/Ythdf3/Prmt1/Npm1/Sh3bgrl/Ybx1/Eif4g2/Eif2b5/Zcchc4/Upf3a/Trmt10c/Elavl1/Thbs1/Mtor/Uhmk1/Cpeb1/Larp4b/Akap6/Epha4/Dhx9/Prkdc/Ep300/Eif4g3/Ago2/Cpeb3/Eif4g1/Abca2/Secisbp2/Mapk1/Ddx39b/Chrna7",38
"GO:0061025","GO:0061025","membrane fusion","38/2353","171/28891",1.01152821228975e-08,2.42326976074631e-07,1.52476251846297e-07,"Cplx3/Yipf5/Vti1b/Chmp5/Snap47/Pla2g5/Bet1/Chmp1b/Chmp3/Sphk1/Gosr2/Snca/Stx8/Stx4a/Rab12/Cd9/Hyal2/Syt4/Huwe1/Cacna1b/Syt1/Stx1b/Syt11/Rimbp2/Cplx2/Stxbp1/Tgfbrap1/Vps8/Syt7/AU040320/Stx17/Anxa7/Erc1/C2cd5/Prrt2/Tom1/Stx16/Dnm1l",38
"GO:0016570","GO:0016570","histone modification","37/2353","164/28891",1.02372017732058e-08,2.44282204517324e-07,1.53706514812783e-07,"Ube2b/Hdac2/Morf4l2/Rbbp4/Hr/Ube2a/Taf9/Dek/Hat1/Ube2n/Nfyc/Hcfc1/Ash1l/Kat6a/Mta3/Ep400/Crebbp/Ep300/Hdac9/Mecp2/Yeats2/Tbl1x/Kdm3b/Setd2/Pcgf5/Jmjd1c/Setd1b/Hdac6/Kmt2a/Kat6b/Smyd3/Ezh1/Baz2a/Ercc6/Sf3b1/Baz1b/Pcgf3",37
"GO:0015800","GO:0015800","acidic amino acid transport","23/2353","74/28891",1.11185365014404e-08,2.64272351902863e-07,1.66284655292955e-07,"Arl6ip5/Dpysl2/Snca/Kcnj10/Arl6ip1/Gja1/Slc6a13/Dtnbp1/Syt4/Pak1/Grm1/Slc7a14/Grin2b/Grm2/Apba1/Grm7/Slc6a1/Stxbp1/Nf1/Abcc8/Slc6a6/Slc25a22/Ntsr1",23
"GO:0002791","GO:0002791","regulation of peptide secretion","51/2353","269/28891",1.12232315196511e-08,2.65718774377363e-07,1.67194768896775e-07,"Serp1/Cartpt/Sirt3/Glud1/Hadh/Rasl10b/Rac1/Stx4a/Gja1/Sri/Hfe/Camk2n1/Hmgn3/Zbed6/Cacna1e/Hcfc1/Cacna1c/Lrp1/Kalrn/Itpr1/Kcnj6/Cacna1d/Tiam1/Epha5/Plcb1/Klf7/Pex5l/Itsn1/Trpm2/Stxbp5l/Syt7/Trpc1/Atg7/Abcc8/Chrm3/Cckbr/Nr1d1/Tbc1d1/Rfx3/Nos1/Myt1/Anxa7/Slc25a22/Gnaq/Arrb1/Egfr/Ncoa6/C2cd2l/Madd/Prkce/Adcy8",51
"GO:0009314","GO:0009314","response to radiation","71/2353","433/28891",1.14318830152669e-08,2.69605614612969e-07,1.69640434832325e-07,"Gnb5/Ppp1cc/Ppp1cb/Ift20/Gpx1/Ube2b/Ppp1ca/Zranb3/Mtch2/Cry1/Ap1s2/Ube2a/Fbxl3/Xrcc2/Xrcc6/Dynlrb1/Crip1/Tank/Npm1/Rbx1/Gtf2h5/Rnf4/Hyal2/Pcna/Il12a/Eif2s1/Cacna1e/Atp8a2/Mtor/Zzef1/Htt/Grin2a/Grin1/Cntnap2/Kit/Cacna1c/Uvssa/Atm/Ube4b/Crebbp/Prkdc/Ep300/Sema5a/Syngap1/Nipbl/Slc24a4/Pik3r1/Nlgn3/Nedd4/Usp2/Mecp2/Ddhd2/Slc4a10/Nf1/Abcc8/B3gat1/Ddb1/Abl2/Kmt2a/Nek1/Arrb1/Egfr/Per3/Atp1a3/Ercc6/Neto1/Elk1/Eya3/Ckap5/Braf/Tnks1bp1",71
"GO:0030902","GO:0030902","hindbrain development","39/2353","179/28891",1.16636199787898e-08,2.74004653842811e-07,1.72408385080194e-07,"Rnf7/Aldh1a2/Smo/Uqcrq/Klhl1/Crk/Bmp7/Ephb1/Nanos1/Serpine2/Gpr37l1/Herc1/Atrn/Usp9x/Myh10/Plxna2/Grin1/Cntnap2/Nav2/Nrxn1/Cntn1/Ttbk2/Kndc1/Sez6l/Mecp2/Prox1/Agtpbp1/Atg7/Igf1r/Faim2/Tbr1/Fktn/Abl2/Sez6l2/Ptprs/Sez6/Gabrb3/Neurod2/Grid2",39
"GO:0006814","GO:0006814","sodium ion transport","50/2353","262/28891",1.24486845149238e-08,2.91318443416809e-07,1.83302515738952e-07,"Atp1b3/Slc13a3/Commd3/Slc6a12/Glrx/Slc6a13/Commd1/Serpine2/Kcnk1/Atp2b4/Slc9a7/Nalcn/Slc24a2/Slc8a2/Scn8a/Slc8a1/Cntn1/Slc4a8/Ank3/Slc24a4/Fgf13/Slc6a7/Grip1/Plcb1/Nedd4/Scn3a/Slc6a1/Trpm2/Slc4a10/Dnm2/Hecw1/Scn7a/Hecw2/Slc20a1/Kcnq2/Nos1/Slc9a8/Slc6a17/Slc9a1/Slc5a6/Slc38a7/Slc6a6/Nkain3/Scnn1a/Grik1/Atp1a3/Neto1/Nedd4l/Agrn/Wnk2",50
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","43/2353","209/28891",1.30592554549682e-08,3.04431335817547e-07,1.91553370499392e-07,"Sumo1/Calm2/Atp1b3/Ndufa4/Kcnip2/Cacnb3/Trpc3/Vmp1/S100a1/Snca/Glrx/Ctss/Sri/Abcb1b/Cacna2d1/Reln/Ryr2/Akap9/Htt/Akap6/Grin1/Myo5a/Tcaf1/Cacna1c/Cacnb2/Dpp6/Cacna1d/Ank3/Fgf13/Nlgn3/Plcb1/Trpc1/Dnm2/Ank2/Abcc8/Kcnc2/Nos1/Slc9a1/Plcg1/Nedd4l/Ntsr1/Kcnc1/Wnk2",43
"GO:0010970","GO:0010970","transport along microtubule","39/2353","180/28891",1.37318556273488e-08,3.18884202901767e-07,2.00647360104395e-07,"Ift20/Ssna1/Cdc42/Lamp1/Ift57/Fez1/Ap3s1/Dtnbp1/Bloc1s2/Dync1h1/Kif1a/Pura/Kif1b/Arhgap21/Htt/Dst/Map1b/Myo5a/Ift172/Wdr19/Dync2h1/Bsn/Map6/Ank3/Map1a/Ift140/Mecp2/Ap3b2/Fyco1/Agtpbp1/Hdac6/Copg1/Tub/Rasgrp1/Neto1/Madd/Dync1i1/Pcm1/Wasf1",39
"GO:0070828","GO:0070828","heterochromatin organization","27/2353","99/28891",1.44043783000723e-08,3.33224949911216e-07,2.09670801852801e-07,"Hmgb1/Hdac2/H3f3a/Hat1/Cenpv/Cbx3/Ubr5/Dicer1/Atf7ip/Ubr2/Hp1bp3/Tpr/Kmt2d/Tet1/Mthfr/Mecp2/Atrx/Trip12/Ezh1/Znfx1/Baz2a/Mecom/Jarid2/Dnmt3a/L3mbtl1/Phf8/Pcid2",27
"GO:0008542","GO:0008542","visual learning","23/2353","75/28891",1.48047698812966e-08,3.41185210078095e-07,2.14679532839455e-07,"Ift20/Ap1s2/Cacna1e/Mtor/Zzef1/Htt/Grin2a/Grin1/Kit/Cacna1c/Syngap1/Nlgn3/Mecp2/Ddhd2/Nf1/Abcc8/B3gat1/Abl2/Kmt2a/Atp1a3/Neto1/Ckap5/Braf",23
"GO:0007632","GO:0007632","visual behavior","24/2353","81/28891",1.54046521774373e-08,3.53665139573664e-07,2.22532116582358e-07,"Ift20/Ap1s2/Dynlrb1/Cacna1e/Mtor/Zzef1/Htt/Grin2a/Grin1/Kit/Cacna1c/Syngap1/Nlgn3/Mecp2/Ddhd2/Nf1/Abcc8/B3gat1/Abl2/Kmt2a/Atp1a3/Neto1/Ckap5/Braf",24
"GO:0097120","GO:0097120","receptor localization to synapse","25/2353","87/28891",1.54781751374737e-08,3.54012149087652e-07,2.22750460866205e-07,"Snap47/Rap1a/Neto2/Stx4a/Sacm1l/Reln/Nbea/Erbb4/Tnik/Lrrc7/Stx1b/Kalrn/Nrxn3/Nrxn1/Gsk3b/Nptx1/Iqsec2/Grip1/Anks1b/Magi2/Nlgn1/Lhfpl4/Neto1/Camk2a/Clstn1",25
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","32/2353","132/28891",1.60586088150013e-08,3.65906872284672e-07,2.30234822860109e-07,"Sdcbp/Anxa2/Rspo1/Atad1/Cd63/Sh3gl3/B2m/Dtnbp1/Hfe/Lpar1/Nsf/Tbc1d5/Synj1/Sh3gl2/Snap91/Syt11/Cbl/Nrg1/Aak1/Nedd4/Dnajc6/Abca2/Scyl2/Dnm2/Hip1/Magi2/Insr/Arrb1/Lrrtm1/Mkln1/Ap2a1/Iqsec1",32
"GO:0001667","GO:0001667","ameboidal-type cell migration","75/2353","471/28891",1.61468619104697e-08,3.66539812881486e-07,2.3063307984085e-07,"Tpbg/Pdcd10/Hmgb1/Gpx1/Rhoa/Cdc42/Igf2/Pfn2/Tac1/Bsg/Ythdf3/Fgfbp1/Sparc/Cd63/Pdcd6/Smo/Rac1/Cenpv/Hyal2/Actr3/Bmp7/Nanos1/Ctsh/Gna13/Pak1/Evl/Thbs1/Atp2b4/Itga4/Erbb4/Mtor/Cdh2/Macf1/Clasp1/Bcas3/Dicer1/Kit/Apc/Arid5b/Slit2/Acvr1b/Slc8a1/Plec/Sema5a/Robo1/Clasp2/Ago2/Hdac9/Plxnd1/Mecp2/Arsb/Cdh13/Iqgap1/Itga3/Sema3e/Sema6d/Prox1/Nf1/Mia3/Pten/Nrp1/Hdac6/Mef2c/Map3k3/Plcg1/Ptprr/Ptprm/Akap12/Megf8/Rreb1/Tsc2/Prkce/Iqsec1/Tns1/Braf",75
"GO:0019932","GO:0019932","second-messenger-mediated signaling","58/2353","328/28891",1.62924469546251e-08,3.68464630567099e-07,2.31844207842131e-07,"Rxfp2/Calm2/Fis1/Ube2b/Cd24a/Rundc3a/Sphk1/Gnai1/Bcap31/Cdc34/Lpar1/Tmem100/Thbs1/Atp2b4/Ryr2/Tenm2/Mtor/Htt/Ksr2/Akap6/Slc8a2/Grm5/Grm1/Itpr1/Slc8a1/Gucy1a2/Ppp1r9a/Gsk3b/Rapgef2/Nrg1/Cacna1d/Camta1/Slc24a4/Epha5/Ncald/L1cam/Dyrk2/Dgkq/Pex5l/Cdh13/Trpm2/Pde11a/Ncam1/Ank2/Chrm3/Kcnc2/Nfat5/Nos1/Slc9a1/Plcg1/Pde4d/Exoc4/Egfr/Alms1/Atp2a2/Homer2/Adcy8/Neurod2",58
"GO:0031644","GO:0031644","regulation of nervous system process","37/2353","167/28891",1.71149612772146e-08,3.85627436063932e-07,2.42643336753467e-07,"Cartpt/Neto2/S100b/Cacnb3/Tac1/Fabp5/Tmem100/Reln/Tbc1d24/Pclo/Tnr/Grin2a/Grin1/Cntnap2/Igsf9b/Stx1b/Dicer1/Slc8a2/Dlgap2/Grm1/Dlgap1/Nrxn1/Tenm4/Shisa7/Gsk3b/Grin2b/Nlgn3/Wasf3/Shank1/Pten/Cux2/Grik1/Nlgn1/Grin2d/Neto1/Ntsr1/Chrna7",37
"GO:0022618","GO:0022618","protein-RNA complex assembly","38/2353","175/28891",1.96735630551522e-08,4.41635058063991e-07,2.77884284400844e-07,"Rpsa/Rpl6/Eif2s2/Rpl5/Tssc4/Znhit3/Ptges3/Rpl10/Rpl11/Rpl23a/Rps25/Taf9/Mrpl20/Rpl13a/Strap/Rrp7a/Rps14/Rpl24/Puf60/Dicer1/Mdn1/Snrnp200/Prpf8/Celf2/Dhx9/Ago3/Setx/Atm/Prkdc/Ago2/Celf1/Ago1/Adar/Scaf11/Rbm5/Sf3b1/Ckap5/Ddx39b",38
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","68/2353","414/28891",2.1603540436804e-08,4.8316995788734e-07,3.04018749281573e-07,"Polr2g/Itpa/Nudt4/Hnrnpc/Paip1/Nudt19/Pcbp4/Zcchc17/Zc3h14/Ythdf3/Grsf1/Acat1/Ncbp2/Nsun2/Nt5c/Pde9a/Npm1/Cnot7/Ybx1/Dffa/Pnrc2/Upf3a/Rbm7/Wdr82/Nanos1/Rexo4/Exosc1/Nt5c3/Aifm1/Exosc2/Nudt5/Elavl1/Mtor/Tnrc6b/Pde1a/Smg1/Larp4b/Dicer1/Xrn1/Tnrc6a/Nbas/Dhx9/Tnrc6c/Ago3/Atm/Cnot1/Gda/Ago2/Celf1/Cpeb3/Gtpbp1/Ago1/Ddx5/Zc3h4/Lrpprc/Dis3l2/Fus/Pum1/Dcp1a/Zswim8/Edc4/Dis3/Rnasel/Sarm1/Entpd6/Pcid2/Secisbp2/Ctif",68
"GO:0031114","GO:0031114","regulation of microtubule depolymerization","16/2353","39/28891",2.19208408657236e-08,4.88464031202761e-07,3.07349870187758e-07,"Spef1/Mid1ip1/Clasp1/Map1b/Apc/Nav3/Clasp2/Ttbk2/Fgf13/Map1a/Htr1a/Apc2/Hdac6/Taok1/Camsap2/Camsap1",16
"GO:0071826","GO:0071826","protein-RNA complex organization","39/2353","183/28891",2.22067909964526e-08,4.93023297543953e-07,3.1021863805725e-07,"Rpsa/Rpl6/Eif2s2/Rpl5/Tssc4/Znhit3/Ptges3/Rpl10/Rpl11/Rpl23a/Rps25/Taf9/Mrpl20/Rpl13a/Strap/Rrp7a/Rps14/Rpl24/Puf60/Dicer1/Mdn1/Snrnp200/Prpf8/Celf2/Dhx9/Ago3/Setx/Atm/Prkdc/Ago2/Celf1/Ago1/Adar/Dhx8/Scaf11/Rbm5/Sf3b1/Ckap5/Ddx39b",39
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","18/2353","49/28891",2.30508076227645e-08,5.09893959859766e-07,3.2083394551393e-07,"Fkbp4/Snca/Spef1/Mid1ip1/Clasp1/Map1b/Apc/Nav3/Clasp2/Ttbk2/Fgf13/Map1a/Apc2/Hdac6/Taok1/Camsap2/Tbcd/Camsap1",18
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","26/2353","95/28891",2.44988050233661e-08,5.37160685731797e-07,3.37990632847854e-07,"Sumo1/Atp1b3/Kcnip2/Cd63/Gnb2/Bin1/Akap9/Akap6/Dpp6/Cacna1d/Ank3/Grip1/Nedd4/Dnm2/Kcnn2/Ank2/Abcc8/Kcnc2/Pten/Nr3c2/Abcc9/Neto1/Nedd4l/Agrn/Kcnc1/Wnk2",26
"GO:1901879","GO:1901879","regulation of protein depolymerization","26/2353","95/28891",2.44988050233661e-08,5.37160685731797e-07,3.37990632847854e-07,"Dstn/Capza2/Cfl2/Spef1/Mid1ip1/Evl/Clasp1/Sptan1/Map1b/Apc/Sptbn1/Nav3/Tmod2/Sema5a/Clasp2/Ttbk2/Fgf13/Map1a/Htr1a/Flii/Apc2/Hdac6/Taok1/Camsap2/Add2/Camsap1",26
"GO:0021695","GO:0021695","cerebellar cortex development","22/2353","71/28891",2.45493334346985e-08,5.37160685731797e-07,3.37990632847854e-07,"Smo/Uqcrq/Klhl1/Serpine2/Herc1/Usp9x/Myh10/Cntnap2/Nav2/Nrxn1/Ttbk2/Kndc1/Sez6l/Prox1/Agtpbp1/Atg7/Faim2/Fktn/Sez6l2/Sez6/Neurod2/Grid2",22
"GO:0019439","GO:0019439","aromatic compound catabolic process","74/2353","467/28891",2.4729188389696e-08,5.37287014062783e-07,3.3807012078074e-07,"Polr2g/Itpa/Nudt4/Hnrnpc/Paip1/Nudt19/Pcbp4/Zcchc17/Blvrb/Urod/Zc3h14/Blvra/Ythdf3/Grsf1/Acat1/Ncbp2/Nsun2/Nt5c/Pde9a/Npm1/Cnot7/Ybx1/Dffa/Pnrc2/Upf3a/Rbm7/Wdr82/Nanos1/Rexo4/Hmox2/Exosc1/Nt5c3/Aifm1/Exosc2/Nudt5/Elavl1/Mtor/Tnrc6b/Pde1a/Smg1/Larp4b/Dicer1/Xrn1/Tnrc6a/Nbas/Dhx9/Tnrc6c/Ago3/Atm/Cnot1/Gda/Ago2/Celf1/Cpeb3/Gtpbp1/Ago1/Tet2/Tet1/Ddx5/Zc3h4/Lrpprc/Dis3l2/Fus/Pum1/Dcp1a/Zswim8/Edc4/Dis3/Rnasel/Sarm1/Entpd6/Pcid2/Secisbp2/Ctif",74
"GO:0051236","GO:0051236","establishment of RNA localization","34/2353","148/28891",2.47324000863746e-08,5.37287014062783e-07,3.3807012078074e-07,"Srsf3/Mrpl18/Sec13/Srsf7/Ncbp2/Nsun2/Npm1/Nxt2/Ybx1/Thoc7/Cetn3/Nup37/Sarnp/Fyttd1/Xpo1/Tnks/Mcm3ap/Htt/Cpeb1/Supt6/Nup214/Dhx9/Nup210/Tpr/Atm/Xpo5/Xpot/Nol6/Setd2/Lrpprc/Aaas/Pcid2/Tsc1/Ddx39b",34
"GO:0016482","GO:0016482","cytosolic transport","37/2353","170/28891",2.81824081212554e-08,6.10048484367604e-07,3.83852874523716e-07,"Vti1b/Snx6/Snx2/Vps29/Arfip1/Ccdc91/Lamp1/Snx3/Stx8/Ap1s1/Syt4/Snx5/Heatr5b/Prepl/Kif1a/Kif1b/Tbc1d5/Lmtk2/Sorl1/Ric1/Pik3r4/Tanc2/Sort1/Dnajc13/Mecp2/Syt7/Gbf1/Hook3/Hook1/Ap1g1/Cltc/Erc1/Trappc10/Stx16/Gcc2/Rgp1/Mapk1",37
"GO:0006816","GO:0006816","calcium ion transport","74/2353","469/28891",2.96312561083677e-08,6.39128267874793e-07,4.02150368535742e-07,"Sumo1/Calm2/Gnb5/Rhoa/Cacnb3/Trpc3/Vmp1/Saraf/Ghitm/S100a1/Snca/Gja1/1810037I17Rik/Tmco1/Sri/Fbxo11/Bin1/Cabp1/Cacna2d1/Atp2b4/Ryr2/Cacna1e/Cacna1b/Htt/Grin2a/Nalcn/Slc24a2/Akap6/Grin1/Adra1a/Myo5a/Cacna1c/Slc8a2/Atp2b3/Itpr1/Slc8a1/Cacnb2/Pkd1/Wfs1/Ryr3/Ryr1/Grin2b/Opa1/Cacna1d/Slc24a4/Atp2b1/Ubr3/Plcb1/Trpc5/Usp2/Itpr2/Trpm2/Trpc1/Pde4b/Ank2/Sestd1/Psen2/Nos1/Slc9a1/Plcg1/Trpm7/Pde4d/Grin3a/Grin2d/Oprd1/Camk2a/Atp2a2/Prkce/Homer2/Ntsr1/Trpm3/Dnm1l/Htr2a/Chrna7",74
"GO:0031113","GO:0031113","regulation of microtubule polymerization","19/2353","55/28891",3.02286483887336e-08,6.49701552780546e-07,4.08803259098103e-07,"Rps3/Fkbp4/Rac1/Snca/Pak1/Akap9/Map1b/Apc/Nav3/Gda/Clasp2/Pde4dip/Mecp2/Clip1/Camsap2/Tbcd/Numa1/Camsap1/Ckap5",19
"GO:0006397","GO:0006397","mRNA processing","77/2353","496/28891",3.17167599204192e-08,6.79276614408695e-07,4.27412390521401e-07,"Bud31/Ptcd2/Cript/Tssc4/Srsf3/Hnrnpc/Sf3b6/Ddx41/Srsf7/Pcbp4/Srek1ip1/Zc3h14/Tra2b/Hnrnpf/Grsf1/Ncbp2/Ppp1r8/Rbm41/Tra2a/Snw1/Arl6ip4/Strap/Plrg1/Brdt/Ssu72/Npm1/Zmat2/Ybx1/Zmat5/Rbm7/Cwc15/Rnf113a1/Zcrb1/Lsm8/Rbmxl1/Syf2/Ppp4r2/Puf60/Sap18/Thoc7/Lsm3/Snrnp27/Cdc5l/Snrnp40/Rbm17/Chd8/Cpeb1/Son/Supt6/Snrnp200/Prpf8/Celf2/Dhx9/Setx/Rbm26/Zc3h13/Aff2/Celf1/Rprd2/Plcb1/Srrm4/Cdk12/Adar/Ddx5/Usp49/Cmtr1/Dhx8/Prpf4b/Aqr/Scaf11/Sugp2/Rnasel/Rbm5/Srrm2/Sf3b1/Ddx17/Ddx39b",77
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","38/2353","178/28891",3.18695363457932e-08,6.80145280957226e-07,4.27958970277274e-07,"Tmsb4x/Pfdn4/Pfn2/Fkbp4/Capza2/Vbp1/Snca/Spef1/Mid1ip1/Gmfb/Evl/Clasp1/Sptan1/Map1b/Apc/Slit2/Ppp1r9a/Sptbn1/Nav3/Tmod2/Clasp2/Ttbk2/Fgf13/Pik3r1/Map1a/Flii/Mfn2/Apc2/Shank1/Hdac6/Taok1/Tjp1/Camsap2/Arfgef1/Add2/Ssh2/Tbcd/Camsap1",38
"GO:0048640","GO:0048640","negative regulation of developmental growth","31/2353","129/28891",3.32936370062896e-08,7.08044680333758e-07,4.45513746532917e-07,"Ryk/Hdac2/Rgs2/Gja1/Actr3/Wwc1/Pak1/Nkd1/Cdh1/D130043K22Rik/Tnr/Apc/Slit2/Slit1/Dip2b/Gsk3b/Sema5a/Fgf13/Epha7/Mecp2/Sema3e/Sema6d/Pten/Nrp1/Ptch1/Rai1/Wwc2/Vgll4/Ptprs/Alms1/Jarid2",31
"GO:0032411","GO:0032411","positive regulation of transporter activity","32/2353","136/28891",3.44913659116107e-08,7.30951639126826e-07,4.59927194323759e-07,"Sumo1/Calm2/Atp1b3/Ndufa4/Cacnb3/Vmp1/S100a1/Glrx/Ctss/Abcb1b/Cacna2d1/Reln/Ryr2/Akap9/Htt/Akap6/Myo5a/Tcaf1/Cacnb2/Ank3/Fgf13/Nlgn3/Plcb1/Dnm2/Ank2/Abcc8/Kcnc2/Slc9a1/Nedd4l/Ntsr1/Kcnc1/Wnk2",32
"GO:0006473","GO:0006473","protein acetylation","29/2353","116/28891",3.58789116238128e-08,7.57707607498011e-07,4.76762504357505e-07,"Naa20/Hdac2/Morf4l2/Sirt3/Sphk1/Naa50/Taf9/Dek/Smo/Gtf2b/Hat1/Naa35/Nfyc/Kat6a/Dip2b/Gsk3b/Ep400/Crebbp/Ep300/Mecp2/Yeats2/Prkaa2/Naa25/Taok1/Kat6b/Cep295/Ercc6/Sf3b1/Baz1b",29
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission","20/2353","61/28891",3.62316724009732e-08,7.62500577855204e-07,4.79778322765811e-07,"Pfn2/Nrn1/Dgki/Adra1a/Adcy1/Nrxn3/Gsk3b/Grm2/Htr1a/Apba1/Grm8/Grm7/Hip1/Grik1/Grin3a/Apba2/Nr3c2/Prkce/Htr2a/Chrna7",20
"GO:0051952","GO:0051952","regulation of amine transport","30/2353","123/28891",3.84592026818803e-08,8.06578641712376e-07,5.07512989679302e-07,"Sdhd/Pcp4/Cartpt/Rgs2/Arl6ip5/Dpysl2/Vip/Snca/Arl6ip1/Dtnbp1/Tor1a/Syt4/Syt1/Myo5a/Sv2a/Syt11/Kcna2/Grin2b/Grm2/Htr1a/Grm7/Slc6a1/Stxbp1/Syt7/Syt10/Grik1/Slc7a5/Ntsr1/Htr2a/Chrna7",30
"GO:0035235","GO:0035235","ionotropic glutamate receptor signaling pathway","11/2353","19/28891",4.17528805126667e-08,8.72635202714734e-07,5.49076900534996e-07,"Grin2a/Grin1/Kalrn/Cpeb4/Grin2b/Tiam1/Grik1/Grin3a/Grin2d/Atp1a3/Camk2a",11
"GO:1902075","GO:1902075","cellular response to salt","41/2353","202/28891",4.19888969766314e-08,8.74552249399872e-07,5.50283138890706e-07,"Cpne2/B2m/Kcnj10/Syt4/Cdh1/Atp2b4/Kcnq3/Syt1/Syt11/Itpr1/Nrxn1/Plec/Ryr1/Ncstn/Nptx1/Plcb1/Mecp2/Iqgap1/Rgs8/Prkaa2/Trpm2/Syt7/Trpc1/Atg7/Chrm3/Fus/Chrm1/Rasal1/Kcnq2/Mef2c/Cpne4/Sorbs2/Syt10/Anxa7/Nlgn1/Gnaq/Adcy8/Neurod2/Braf/Chrna7/Akr1c14",41
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","42/2353","210/28891",4.48640243760065e-08,9.31235793640326e-07,5.85949388299464e-07,"Snx6/Pcp4/Bag1/Prdx3/Pin1/Rhoa/Xrcc2/Ube2v2/Smo/Npm1/Set/Snca/Atf4/Hsph1/Bok/Chl1/Pcdhgc5/Grin1/Lrp1/Cpeb4/Dnajc5/Wfs1/Syngap1/Plxnd1/Mecp2/Grm7/Sema3e/Itsn1/Stxbp1/Hipk2/Atg7/Faim2/Nrp1/Fbxo7/Gclc/Nos1/Mef2c/Ptprz1/Ambra1/Arrb1/Pcdhgc4/Braf",42
